"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    arrange: build and deploy the flask charm.
    act: query flask secret key from the Flask server.
    assert: flask should have a default and secure secret configured.
    ","1020","test_default_secret_key","tests.integration.flask","2026-06-06","passed","2026-06-06","","test_charm","",""
"
    arrange: build and deploy the django charm, and change the gunicorn timeout configuration.
    act: send long-running requests to the django application managed by the django charm.
    assert: the gunicorn should restart the worker if the request duration exceeds the timeout.
    ","5732","test_django_webserver_timeout[timeout=3]","tests.integration.django","2026-06-06","passed","2026-06-06","","test_django","",""
"
    arrange: Build and deploy the charm. Integrate the charm with OpenFGA.
    act: Send a read authorization models request from the charm.
    assert: The request succeeds.
    ","53839","test_openfga_integrations[flask_app-8000]","tests.integration.integrations","2026-06-06","passed","2026-06-06","","test_openfga","",""
"
    arrange: Build and deploy the charm. Integrate the charm with OpenFGA.
    act: Send a read authorization models request from the charm.
    assert: The request succeeds.
    ","50457","test_openfga_integrations[go_app-8080]","tests.integration.integrations","2026-06-06","passed","2026-06-06","","test_openfga","",""
"
    arrange: build and deploy the paas charm.
    act: deploy the MongoDB database and relate it to the charm.
    assert: requesting the charm should return a correct response
    ","126340","test_with_mongodb[spring_boot_app-8080-mongodb/status]","tests.integration.integrations","2026-06-06","passed","2026-06-06","","test_mongodb","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","46228","test_s3_integration[flask_app-8000]","tests.integration.integrations","2026-06-06","passed","2026-06-06","","test_s3","",""
"
    arrange: build and deploy the ExpressJS charm. Set the config user-defined-config to a new value.
    act: call the endpoint to get the value of the env variable related to the config.
    assert: the value of the env variable and the config should match.
    ","5669","test_user_defined_config","tests.integration.expressjs","2026-06-06","passed","2026-06-06","","test_expressjs","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with prometheus charm.
    assert: prometheus metrics endpoint for prometheus is active and prometheus has active scrape
        targets.
    ","51237","test_prometheus_integration[go_app-8081-/metrics]","tests.integration.integrations","2026-06-06","passed","2026-06-06","","test_prometheus","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with grafana charm.
    assert: grafana 12-Factor dashboard can be found.
    ","45154","test_grafana_integration[flask_app-Flask Operator]","tests.integration.integrations","2026-06-06","passed","2026-06-06","","test_grafana","",""
"
    arrange: build and deploy the flask charm, and change the gunicorn timeout configuration.
    act: send long-running requests to the flask application managed by the flask charm.
    assert: the gunicorn should restart the worker if the request duration exceeds the timeout.
    ","201102","test_flask_webserver_timeout[timeout=7]","tests.integration.flask","2026-06-06","passed","2026-06-06","","test_charm","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with grafana charm.
    assert: grafana 12-Factor dashboard can be found.
    ","38542","test_grafana_integration[go_app-Go Operator]","tests.integration.integrations","2026-06-06","passed","2026-06-06","","test_grafana","",""
"
    arrange: build and deploy the paas charm.
    act: deploy the MongoDB database and relate it to the charm.
    assert: requesting the charm should return a correct response
    ","82346","test_with_mongodb[flask_app-8000-mongodb/status]","tests.integration.integrations","2026-06-06","passed","2026-06-06","","test_mongodb","",""
"
    arrange: integrate the spring boot charm with SAML integrator.
    act: call the samltest endpoint.
    assert: the charm should be redirected to IdP and when logged in should return 200.
    ","27760","test_springboot_saml_integration","tests.integration.springboot","2026-06-06","passed","2026-06-06","","test_spring_saml","",""
"
    arrange: build and deploy the non-root charm.
    act: deploy the database and relate it to the charm.
    assert: requesting the charm should return a correct response indicate
        the database migration script has been executed and only executed once.
    ","52235","test_non_root_db_migration[FastAPI non-root]","tests.integration.general","2026-06-06","passed","2026-06-06","","test_non_root_db_migration","",""
"
    arrange: The app and rabbitmq deployed
    act: Integrate the app with rabbitmq
    assert: Assert that RabbitMQ works correctly
    ","147182","test_rabbitmq_server_integration[flask_app-8000-rabbitmq_k8s_app]","tests.integration.integrations","2026-06-06","passed","2026-06-06","","test_rabbitmq","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","162727","test_loki_integration[fastapi_app-8080]","tests.integration.integrations","2026-06-06","passed","2026-06-06","","test_loki","",""
"
    arrange: build and deploy the Springboot charm with postgresql integration.
    act: send a request to an endpoint that checks the table created by the migration script.
        Then try to add same user twice.
    assert: the Springboot application should add the user only once.
    ","822","test_migration","tests.integration.springboot","2026-06-06","passed","2026-06-06","","test_charm","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with grafana charm.
    assert: grafana 12-Factor dashboard can be found.
    ","45113","test_grafana_integration[expressjs_app-ExpressJS Operator]","tests.integration.integrations","2026-06-06","passed","2026-06-06","","test_grafana","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","226609","test_loki_integration[django_app-8000]","tests.integration.integrations","2026-06-06","passed","2026-06-06","","test_loki","",""
"
    arrange: build and deploy the non-root charm.
    act: deploy the database and relate it to the charm.
    assert: requesting the charm should return a correct response indicate
        the database migration script has been executed and only executed once.
    ","45088","test_non_root_db_migration[Django non-root]","tests.integration.general","2026-06-06","passed","2026-06-06","","test_non_root_db_migration","",""
"
    arrange: build and deploy the non-root charm.
    act: deploy the database and relate it to the charm.
    assert: requesting the charm should return a correct response indicate
        the database migration script has been executed and only executed once.
    ","119905","test_non_root_db_migration[ExpressJS non-root]","tests.integration.general","2026-06-06","passed","2026-06-06","","test_non_root_db_migration","",""
"
    arrange: after non-root charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","68354","test_non_root_loki_integration[Flask non-root]","tests.integration.general","2026-06-06","passed","2026-06-06","","test_non_root_loki","",""
"
    arrange: build and deploy the paas charm.
    act: deploy the redis database and relate it to the charm.
    assert: requesting the charm should return a correct response
    ","51888","test_with_redis[flask_app-8000-redis/status]","tests.integration.integrations","2026-06-06","passed","2026-06-06","","test_redis","",""
"
    arrange: Deploy Tempo cluster, app to test and postgres if required.
    act: Send 5 requests to the app.
    assert: Tempo should have tracing info about the app.
    ","126285","test_workload_tracing[django_app-8000]","tests.integration.integrations","2026-06-06","passed","2026-06-06","","test_tracing","",""
"
    arrange: build and deploy the flask charm, and change Flask app configurations.
    act: none.
    assert: Flask application should receive the application configuration correctly.
    ","174","test_app_config[bool]","tests.integration.flask","2026-06-06","passed","2026-06-06","","test_flask_configs","",""
"
    arrange: deploy the FastAPI charm with framework_logging_format=json in paas-config.yaml.
    act: make a request to GET /boom (access log + error log with exception).
    assert: container logs contain valid JSON with OTEL fields, trace correlation, and exception info.
    ","1461","test_json_logging","tests.integration.fastapi","2026-06-06","passed","2026-06-06","","test_fastapi","",""
"
    arrange: Deploy the application.
    act: Set the non-optional config options 1 by 1 and check.
    assert: At first both options should be in status message,
        when one set the charm should still be in blocked state
        with the message showing which option is missing.
        When both set charm should be in active state.
    ","35621","test_non_optional[go]","tests.integration.general","2026-06-06","passed","2026-06-06","","test_config","",""
"
    arrange: Deploy the application.
    act: Set the non-optional config options 1 by 1 and check.
    assert: At first both options should be in status message,
        when one set the charm should still be in blocked state
        with the message showing which option is missing.
        When both set charm should be in active state.
    ","36663","test_non_optional[flask]","tests.integration.general","2026-06-06","passed","2026-06-06","","test_config","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with grafana charm.
    assert: grafana 12-Factor dashboard can be found.
    ","53364","test_grafana_integration[spring_boot_app-Spring Boot Operator]","tests.integration.integrations","2026-06-06","passed","2026-06-06","","test_grafana","",""
"
    arrange: build and deploy the Springboot charm.
    act: call the endpoint.
    assert: the charm should respond with 200 OK.
    ","10561","test_springboot_is_up","tests.integration.springboot","2026-06-06","passed","2026-06-06","","test_charm","",""
"
    arrange: deploy the Flask charm with framework_logging_format=json in paas-config.yaml.
    act: make a request to GET /.
    assert: container logs contain valid JSON with OTEL fields for access and error logs.
    ","1455","test_json_logging","tests.integration.flask","2026-06-06","passed","2026-06-06","","test_charm","",""
"
    arrange: set up the test Juju model and deploy the workload charm.
    act: integrate with ingress and hydra.
    assert: the workload charm uses the Kratos charm as the idp.
    ","128303","test_oauth_integrations[django_app-auth_login]","tests.integration.integrations","2026-06-06","passed","2026-06-06","","test_oauth","",""
"
    arrange: Flask and redis deployed and integrated.
    act: Scale the app to the desired number of units.
    assert: There should be only one scheduler and as many workers as units. That will
            be checked because the scheduler is constantly sending tasks with its hostname
            to the workers, and the workers will put its own hostname and the schedulers
            hostname in Redis sets. Those sets are checked through the Flask app,
            that queries Redis.
    ","21624","test_workers_and_scheduler_services[1]","tests.integration.flask","2026-06-06","passed","2026-06-06","","test_workers","",""
"
    arrange: build and deploy the django charm, and change the django related configuration.
    act: send request to the django application to retrieve the corresponding settings.
    assert: settings in django application correctly updated according to the charm configuration.
    ","524","test_django_charm_config[secret-key]","tests.integration.django","2026-06-06","passed","2026-06-06","","test_django","",""
"
    arrange: build and deploy the ExpressJS charm with postgresql integration.
    act: send a request to an endpoint that checks the table created by the migration script.
        Then try to add same user twice.
    assert: the ExpressJS application should add the user only once.
    ","241","test_migration","tests.integration.expressjs","2026-06-06","passed","2026-06-06","","test_expressjs","",""
"
    arrange: Deploy the application.
    act: Set the non-optional config options 1 by 1 and check.
    assert: At first both options should be in status message,
        when one set the charm should still be in blocked state
        with the message showing which option is missing.
        When both set charm should be in active state.
    ","36326","test_non_optional[fastapi]","tests.integration.general","2026-06-06","passed","2026-06-06","","test_config","",""
"
    arrange: build and deploy the flask charm, and change flask related configurations.
    act: query flask configurations from the Flask server.
    assert: the flask configuration should match flask related charm configurations.
    ","177","test_flask_config[permanent_session_lifetime]","tests.integration.flask","2026-06-06","passed","2026-06-06","","test_flask_configs","",""
"
    arrange: set up the test Juju model and deploy the workload charm.
    act: integrate with ingress and hydra.
    assert: the workload charm uses the Kratos charm as the idp.
    ","220112","test_oauth_integrations[spring_boot_app-oauth2/authorization/oidc]","tests.integration.integrations","2026-06-06","passed","2026-06-06","","test_oauth","",""
"
    arrange: Build and deploy the charm. Integrate the charm with the smtp-integrator.
    act: Send an email from the charm.
    assert: The mailcatcher should have received the email.
    ","70471","test_smtp_integrations[flask_app-8000]","tests.integration.integrations","2026-06-06","passed","2026-06-06","","test_smtp","",""
"
    arrange: Flask and redis deployed and integrated.
    act: Scale the app to the desired number of units.
    assert: There should be only one scheduler and as many workers as units. That will
            be checked because the scheduler is constantly sending tasks with its hostname
            to the workers, and the workers will put its own hostname and the schedulers
            hostname in Redis sets. Those sets are checked through the Flask app,
            that queries Redis.
    ","77480","test_workers_and_scheduler_services[3]","tests.integration.flask","2026-06-06","passed","2026-06-06","","test_workers","",""
